part number,Produttore
C08939,NSN
C08944,NSN
C08945,NSN
C08946,NSN
C08947,NSN
C08949,NSN
C08950,NSN
C08951,NSN
C08953,NSN
C08970,NSN
C08971,NSN
C100400,NSN
C100470,NSN
C100590,NSN
C100600,NSN
C100630,NSN
C101180,NSN
C104462,NSN
C105021,NSN
C105075,NSN
C105508,NSN
C105546,NSN
C105866,NSN
C107617,NSN
C108000,NSN
C108488,NSN
C108885,NSN
C109045,NSN
C109053,NSN
C109093,NSN
C109365,NSN
C109447,NSN
C109451,NSN
C109452,NSN
C109472,NSN
C109502,NSN
C109580,NSN
C109702,NSN
C109941,NSN
C110053,NSN
C110306,NSN
C110468,NSN
C110576,NSN
C110581,NSN
C110598,NSN
C110629,NSN
C110638,NSN
C110791,NSN
C110830,NSN
C110911,NSN
C110926,NSN
C111034,NSN
C111133,NSN
C111169,NSN
C111178,NSN
C111441,NSN
C111462,NSN
C111587,NSN
C111825,NSN
C111826,NSN
C111943,NSN
C111945,NSN
C111968,NSN
C111968.B1C,NSN
C111969.C3C,NSN
C111969.E3C,NSN
C111970,NSN
C111972,NSN
C111975,NSN
C111977,NSN
C112000,NSN
C112001,NSN
C112074,NSN
C112344,NSN
C112344.D3C,NSN
C112390,NSN
C112523,NSN
C112573.A2E,NSN
C112982,NSN
C113075,NSN
C113139.A1B,NSN
C-13-CPUSE-N-AI6,NSN
C29336,NSN
C-6-CPUSE-N,NSN
C71650,NSN
C71680,NSN
C71770,NSN
C71930,NSN
C72070,NSN
C72101,NSN
C72370,NSN
C72380,NSN
C72382,NSN
C74920,NSN
C81550,NSN
C83420,NSN
CAM-E48-400ES-VO1,NSN
CASS.DIST.48VCC/600,NSN
Cavo 2x10,NSN
CAVOALLARMI,NSN
CB05F,NSN
CC109158440/CP2000AC54TEZ,NSN
CCVVPX308.11R,NSN
CDZ_System_Minipac,NSN
CELLMAX-D-CPUSE,NSN
CELLMAX-O-CPUSEI,NSN
CF-BOXSPDNT,NSN
CF-BOXSPDTR,NSN
CFKAR2,NSN
CFP2-100GBase-LR4,NSN
CFQAR1,NSN
CFQBO3-SSI,NSN
CFQC-GE,NSN
CFQ-CONT,NSN
CFQFT2,NSN
CFQPM1-M6,NSN
CFQPM1-T15-N,NSN
CFQPM1-T15-N-K,NSN
CFQPM1-T15-S,NSN
CFQPM1-T25-N,NSN
CFQPM1-T25-N-K,NSN
CFQPM1-T25-S,NSN
CFQPM1-T25-S-K,NSN
CFQPM2-50,NSN
CFQPM2-50-AR,NSN
CFQPM3-50,NSN
CFQPM3-50-AR,NSN
CFQPM4,NSN
CF-TR15,NSN
CF-TR25,NSN
CF-TR6,NSN
CMAX-DM30-CPUSEI,NSN
CMAX-DM30-CPUSEV53,NSN
CMAX-DM60-CPUSEI53,NSN
CMAX-OMH-CPUSEI53,NSN
CPAK-100GE-LR4,NSN
CS7000000,NSN
CS7000001,NSN
CS71003,NSN
CS71068,NSN
CS7110000,NSN
CS71159,NSN
CS7120,NSN
CS7136001,NSN
CS7136001.02,NSN
CS71505,NSN
CS71507,NSN
CS71508,NSN
CS7160000,NSN
CS71942,NSN
CS7213100,NSN
CS7213300,NSN
CS7215000,NSN
CS7221620,NSN
CS7222351,NSN
CS7222398,NSN
CS7232192.01,NSN
CS7232206,NSN
CS7276303,NSN
CS729111,NSN
CS7299111,NSN
CS7299113,NSN
CS72992,NSN
CS7299220 - 472980A,NSN
CS7299412,NSN
CS7299440,NSN
CS7299440.03,NSN
CS72995,NSN
CS7299515,NSN
CS75211,NSN
CS7801001,NSN
CV65BSX-M,NSN
CVV2NPX308.208R,NSN
CVV65BSX-M,NSN
CVVPX306R1,NSN
CVVPX308.10R3,NSN
D0004205,NSN
D0004207,NSN
D0004252,NSN
D0004263,NSN
D0005222,NSN
D0005565,NSN
D0005781,NSN
D0006205,NSN
D0006213,NSN
D0006218,NSN
D0006219,NSN
D0007525,NSN
D0100217,NSN
D0100406,NSN
D0105128,NSN
D0105919,NSN
D0113459,NSN
D0118128,NSN
D0124456,NSN
D0126124,NSN
D0126617,NSN
D0141159,NSN
D0141516,NSN
D0142183,NSN
D0142184,NSN
D0142185,NSN
D0142186,NSN
D0142189,NSN
D0142207,NSN
D0142208,NSN
D0142209,NSN
D0142212,NSN
D0142213,NSN
D0142240,NSN
D0142267,NSN
D0142319,NSN
D0142328,NSN
D0142329,NSN
D12032,NSN
D12036,NSN
D12036-02,NSN
D12037,NSN
D12076,NSN
D12086,NSN
D12091,NSN
D12094,NSN
D12107,NSN
D12139-02,NSN
D12146-02,NSN
D12148-02,NSN
D12164-02,NSN
D15T01P32,NSN
D16027,NSN
D16028,NSN
D1M-1C2039,NSN
D26001-01,NSN
D42003,NSN
D42005,NSN
D52006,NSN
D52011,NSN
D52012,NSN
D52018,NSN
D60024,NSN
D60025,NSN
D60311,NSN
DB499-K,NSN
DCS-48/45A A-A,NSN
DFX-9E2000,NSN
DNCUAABAAA,NSN
DPS2900-48-12ETSVFFBSC,NSN
DQA-E,NSN
DTMA1800,NSN
DVGA110,NSN
E01409,NSN
E01414,NSN
E01419,NSN
E01437A,NSN
E11F01P2501,NSN
E11F02P0200,NSN
E11F02P49,NSN
E11F02P50,NSN
E11F02P7204,NSN
E11F05P2900,NSN
E11F05P81,NSN
E11F05P82,NSN
E11F05P92,NSN
E14F05P09,NSN
E14F05P21,NSN
E14F05P26,NSN
E14F05P59,NSN
E14F05P66,NSN
E14F06P45,NSN
E14F10P17,NSN
E14F10P29,NSN
E14R00P35,NSN
E15R02P15,NSN
E15S02P49,NSN
E15S08P95,NSN
E15S09P55,NSN
E15V95P51,NSN
E64-5001-1200,NSN
EBAND_10G_STEP_H,NSN
EB-TW-CE,NSN
EB-TW-CE-HDx,NSN
EFB1748VHG355,NSN
EGYHHTT-65B-R6,NSN
EGZHHTT-65B-R6,NSN
EM-350,NSN
EM-DEVOC1,NSN
E-SEI-IU-16K-MCE,NSN
ESR-48/56B F-S,NSN
ESR-48/56B_F-A,NSN
ETEL61/C,NSN
F03581,NSN
F03592,NSN
F20167,NSN
FLAD11G,NSN
FLAD13G,NSN
FLAD18-23G,NSN
FLAD32-38G,NSN
FPH AT23316-00-AA-S,NSN
FTLF1318P2BTL-RB,NSN
FTLF1323P1BTR,NSN
FTLX1412D3BCL-RB,NSN
FTRX-1411D3,NSN
G05543 0,NSN
G3200000,NSN
G32666,NSN
G32667,NSN
G32872,NSN
G32925,NSN
G32926,NSN
G32927,NSN
G33007,NSN
G33012,NSN
G33018,NSN
G42002,NSN
G4600000,NSN
G46296,NSN
G46386,NSN
G46394,NSN
G46407,NSN
G46408,NSN
G46409,NSN
G46410,NSN
G46414,NSN
G46415,NSN
G46417,NSN
G46576,NSN
G46577,NSN
G46597,NSN
G46805,NSN
G46806,NSN
G46827,NSN
G46828,NSN
G6JJ7R01,NSN
G6KIAR47,NSN
G7LIAU31,NSN
G7RIAU68,NSN
G7RJAU68,NSN
G8FDL512,ERICSSON
G8FDM112,DELTA
G8GDLB02,NARADA
G8GDLE02,ERICSSON
G8KDL202,HUAWEI
G9GDPB81,HUAWEI
G9GDPE81,HUAWEI
GA9000-03,HUAWEI
GA9001-03,HUAWEI
GA9006-03,HUAWEI
GA9007-03,NSN
GA9014-03,NSN
GA9015-03,NSN
GA9018-03,NSN
GA9019-03,NSN
GA9020-03,NSN
GA9022-03,NSN
GAI0003,NSN
GAI00054-2,NSN
GAI0155,DELTA
GAI0156,SIAE
GAI0162,RFS
GAI0162-1,BROADRADIO
GAI0181,BROADRADIO
GAI0184,ARGUS
GAI0197,NSN
GAI0199,NSN
GAI0202,NSN
GAI0203,NSN
GAI0215-2,NSN
GAI0215-3,NSN
GAI0216-2,NSN
GAI0219-1,NSN
GAI0222-2,NSN
GAI0230-3,NSN
GAI0231-3,NSN
GAI0233,NSN
GAI0233-3,NSN
GAI0245-3,NSN
GAO0002,NSN
GAO0101,NSN
GAO0302,NSN
GAO03023,NSN
GAO0401-1,NSN
GAO0402,NSN
GAO0405,ERICSSON
GAO0537,KATHREIN
GB9915,SELTA
GB9916,SELTA
GB9918-01,NSN
GB9919-01,NSN
GB9920,NSN
GB9921,NSN
GD0002,NSN
GD0473,NSN
GD0474,NSN
GE1501-40,NSN
GE1509,NSN
GE1509-40,NSN
GE1510,NSN
GE1510-40,NSN
GE1511,SHOTO
GE1511-40,SHOTO
GE1512,SHOTO
GE1512-40,SHOTO
GE1513,NARADA
GE1513-40,NARADA
GE1514,NARADA
GE1514-40,ERICSSON
GE1515,NSN
GE1515-40,ABLY
GE1516,NSN
GE1516-40,COMBA
GE1517,JUNIPER
GE1517-40,JUNIPER
GE1518,JUNIPER
GE1518-40,COMMSCOPE
GE1519,COMMSCOPE
GE1519-40,COMMSCOPE
GE1520,COMMSCOPE
GE1520-40,NSN
GE1521,NSN
GE1521-40,NSN
GE1522,NSN
GE1522-40,NSN
GE1523,NSN
GE1523-40,NSN
GE1529-40,NSN
GE1524,NSN
GE1524-40,NSN
GE1525,NSN
GE1525-40,NSN
GE1526,NSN
GE1526-40,NSN
GE1527,NSN
GE1527-40,NSN
GE1528,NSN
GE1528-40,NSN
GE1529,NSN
GE1530,NSN
GE1530-40,NSN
GE1531,NSN
GE1531-40,NSN
GE1532,NSN
GE1533,NSN
GE1533-40,NSN
GE1534,NSN
GE1534-40,NSN
GE2172-40,NSN
GE2173-40,NSN
GE2174-40,NSN
GE2175-40,NSN
GE2176-40,NSN
GE2178-40,NSN
GE2179-40,NSN
GE2180-40,NSN
GE2201-40,NSN
8DG59241ADAB03,NSN
GE2202-40,NSN
GE2203-40,NSN
GE2204-40,NSN
GE2205-40,NSN
8DG59242AB,NSN
GE2206-40,NSN
GE2208-40,NSN
GE2209-40,NSN
GE2210-40,NSN
GE2388-40,NSN
GE2388-44,NSN
GE2389-40,NSN
GE2389-44,NSN
GE2390-40,NSN
GE2390-44,NSN
GE2391-40,NSN
GE2391-44,NSN
GE2392-40,NSN
GE2392-44,NSN
GE2393-40,NSN
GE2393-44,NSN
GE2394-40,NSN
GE2394-44,NSN
GE2395-40,NSN
GE2395-44,NSN
GE2396-40,NSN
GE2396-44,NSN
GE2397-40,NSN
GE2397-44,NSN
GE2398-40,NSN
GE2398-44,NSN
GE2399-40,NSN
GE2399-44,NSN
GE2400-40,NSN
GE2400-44,NSN
GE2401-40,NSN
GE2401-44,NSN
GE2402-40,JUNIPER
GE2402-44,JUNIPER
GE2403,JUNIPER
GE2403-44,JUNIPER
GE2404-40,JUNIPER
GE2404-44,KATHREIN
GE2405-40,KATHREIN
GE2405-44,KATHREIN
GE2406-44,KATHREIN
GE2407-44,KATHREIN
GE2408-40,KATHREIN
GE2408-44,KATHREIN
GE2409-44,KATHREIN
GE2410-40,KATHREIN
GE2410-44,KATHREIN
GE2411-44,KATHREIN
GE2871,KATHREIN
GE2872,KATHREIN
GE2873,KATHREIN
GE2874,KATHREIN
GE2875,KATHREIN
GE2876,KATHREIN
GE2877,KATHREIN
GE2878,KATHREIN
GE2879,KATHREIN
GE2880,KATHREIN
GE2901,JUNIPER
GE2902,JUNIPER
GE2903,JUNIPER
GE2904,JUNIPER
GE2905,JUNIPER
GE2906,JUNIPER
GE2907,JUNIPER
GE2908,JUNIPER
GE2909,COMMSCOPE
GE2910,COMMSCOPE
GE3606-44,COMMSCOPE
GE3607-44,COMMSCOPE
GE8500-40,COMMSCOPE
GE8501-40,COMMSCOPE
GE8502-40,COMMSCOPE
GE8503-40,COMMSCOPE
GE8504-40,COMMSCOPE
GE8505-40,COMMSCOPE
GE8506-40,COMMSCOPE
GE8507-40,COMMSCOPE
GE8524,COMMSCOPE
GE8524-40,COMMSCOPE
GE8525,COMMSCOPE
GE8525-40,
GE8526,COMMSCOPE
GE8526-40,COMMSCOPE
GE8527,COMMSCOPE
GE8527-40,COMMSCOPE
GE8528-40,COMMSCOPE
GE8529,COMMSCOPE
GE8529-40,COMMSCOPE
GE8550,COMMSCOPE
GE8550-40,COMMSCOPE
GE8551,COMMSCOPE
GE8551-40,COMMSCOPE
GE8552,COMMSCOPE
GE8552-40,COMMSCOPE
GE8553-40,COMMSCOPE
GE8555,COMMSCOPE
GE8606-44,COMMSCOPE
GE8607-44,COMMSCOPE
GE8608-44,COMMSCOPE
GE8609-44,COMMSCOPE
GE8610-44,COMMSCOPE
GE8611-44,COMMSCOPE
GE8612,COMMSCOPE
GE8612-40,KATHREIN
GE8613,KATHREIN
GE8613-40,KATHREIN
GE8614,KATHREIN
GE8614-40,KATHREIN
GE8615,KATHREIN
GE8615-40,KATHREIN
GE8616,KATHREIN
GE8616-40,KATHREIN
GE8617,KATHREIN
GE8617-40,KATHREIN
GE8617-42,KATHREIN
GE8619-40,KATHREIN
GE8700,KATHREIN
GE8700-40,KATHREIN
GE8701,KATHREIN
GE8701-40,KATHREIN
GE8702-40,KATHREIN
GE8702-50,KATHREIN
GE8703-40,KATHREIN
GE8703-50,KATHREIN
GE8704-40,KATHREIN
GE8705-40,KATHREIN
GE8718,KATHREIN
GE8718-40,KATHREIN
GE8719,KATHREIN
GE8719-40,KATHREIN
GE8768-40,KATHREIN
GE8768-50,KATHREIN
GE8769-40,KATHREIN
GE8769-50,KATHREIN
GE8782,KATHREIN
GE8782-40,KATHREIN
GE8783,KATHREIN
GE8783-40,KATHREIN
GE8783-50,KATHREIN
GE8792-40,KATHREIN
GE8792-42,KATHREIN
GE8793-40,KATHREIN
GE8793-42,SIRA
GE9004-03,KATHREIN
GE9005-03,KATHREIN
GE9007-03,KATHREIN
GE9008-03,KATHREIN
GE9009-03,KATHREIN
GE9010-03,KATHREIN
GE9011-03,KATHREIN
GE9014-03,KATHREIN
GE9016-03,KATHREIN
GE9017-03,KATHREIN
GE9018-03,KATHREIN
GE9019-03,KATHREIN
GE9062,KATHREIN
GE9062-03,ABLY
GE9063-03,ABLY
GE9064,ABLY
GE9064-03,ABLY
GE9065,INFINERA
GE9065-03,INFINERA
GE9066,INFINERA
GE9066-03,INFINERA
GE9067-03,INFINERA
GE9068,INFINERA
GE9068-03,INFINERA
GE9069,INFINERA
GE9069-03,INFINERA
GE9070,INFINERA
GE9070-03,INFINERA
GE9071,INFINERA
GE9072,INFINERA
GE9073,INFINERA
GE9073-03,INFINERA
GE9074-03,INFINERA
GE9075-03,INFINERA
GE9077-03,INFINERA
GE9078-03,INFINERA
GE9079-03,INFINERA
GE9081-03,INFINERA
GE9082-03,POLY PHASER
GE9083-03,INFINERA
GE9085-03,INFINERA
GE9086-03,INFINERA
GE9118,INFINERA
GE9121,INFINERA
GE9123-03,INFINERA
GE9124,INFINERA
GE9127,INFINERA
GE9129,INFINERA
GE9131,INFINERA
GE9134,INFINERA
GE9135,INFINERA
GE9184,INFINERA
GE9185,INFINERA
GE9186,INFINERA
GE9187,INFINERA
GE9189-03,INFINERA
GE9191-03,INFINERA
GE9193-03,INFINERA
GE9196,INFINERA
GE9197,INFINERA
GE9198,INFINERA
GE9199,INFINERA
GE9306-03,INFINERA
GE9307-03,INFINERA
GE9388-03,INFINERA
GE9389-03,INFINERA
GE9390-03,INFINERA
GE9391-03,INFINERA
GE9392-03,INFINERA
GE9393-03,INFINERA
GE9394-03,INFINERA
GE9395-03,INFINERA
GE9396-03,INFINERA
GE9397-03,INFINERA
GE9398-03,INFINERA
GE9399-03,INFINERA
GE9400-03,INFINERA
GE9401-03,INFINERA
GE9402-03,INFINERA
GE9403-03,INFINERA
GE9404-03,INFINERA
GE9405-03,INFINERA
GE9406-03,INFINERA
GE9407-03,INFINERA
GE9408-03,INFINERA
GE9409-03,INFINERA
GE9410-03,INFINERA
GE9411-03,INFINERA
GE9526,INFINERA
GE9527,INFINERA
GE9528,INFINERA
GE9551,INFINERA
GE9612,INFINERA
GE9613,INFINERA
GE9614,INFINERA
GE9615,INFINERA
GE9616,INFINERA
GE9617,INFINERA
GE9700,INFINERA
GE9701,INFINERA
GE9718,INFINERA
GE9719,INFINERA
GE9782,INFINERA
GE9783,NSN
GE9793,NSN
GF3606-10,NSN
GF3607-10,NSN
GF3608-10,NSN
GF3609-10,NSN
GF3610-10,NSN
GF3611-10,NSN
GF8700-10,NSN
GF8702-10,NSN
GF8703-10,NSN
GF8704-10,NSN
GF8705-10,NSN
GLC-LH-SMD,NSN
GLC-LH-SMD=,NSN
GLC-TE=,NSN
GPS Antenna/Feeder Package,ERICSSON
GSBACB00,NSN
GSDACB00,FIAMM
GTI0001,FIAMM
HBX-3319DS-VTM,INFINERA
HODDI-032R20J02-GQ,INFINERA
HODDI-032R20J02-GQ V1,INFINERA
HODHI2-32R18J65R16MJ-GQ,INFINERA
HODHI2-32R18JJ65R16M-Q,INFINERA
HODHI-32R17JJ65R15M-Q,INFINERA
HODI-065R15MM18SSJ02-Q,INFINERA
HODI-065R15M18JJ-GQ,INFINERA
HODI-065R15M18SJJ02-Q,INFINERA
HODI-065R15NG18JJ02-GQ,INFINERA
HODI-065R15NG18SJJ02-Q,INFINERA
HODI-065R15NG18SKDKD02-Q,INFINERA
HODI-065R15NG18SS02-Q,KATHREIN
HODI-065R16M17JJJ-GQ,KATHREIN
HODI-065R16M18JJ-GQ,KATHREIN
HODI-065R16M18SJJ02-Q,KATHREIN
HODI-065R16NG17SJJJ02-Q,TEKELEC
HODI-065R16NG18SJJ02-Q,TEKELEC
HODI-065R16NG18SKDKD02-Q,TEKELEC
HODI-065R17M18JJ-GQ,TEKELEC
HODI2-065R15M18J-GQ,TEKELEC
HODI2-065R15M18SJ02-Q,HUAWEI
HODI2-065R16MJJ02-GQ,NSN
HODI2-065R16MSJ02-Q,NSN
HODI2-065R17M18SJ02-Q,NSN
"HPE BL460C Gen10, 1x6130 CPU, 192GB",NSN
HPL06-177D,NSN
HPL06-212D,NSN
HPL08-212S,NSN
HPL12-212D,NSN
HPX4-59,NSN
BTS3900L UMTS2100 1WRFU 2WBBPd2-IP TX,NSN
BTS3900A-DC UMTS2100 1WRFU 2WBBPd2-IP TX,NSN
HVSA 1100200,NSN
HWCC000012-IT,NSN
HWXX-6516DS-VTM,NSN
INE1010523,NSN
INE1010525,NSN
INE1010672,NSN
INE1010818,NSN
INE1010861,NSN
INE1010866,NSN
INE1010941,NSN
INE1013617,NSN
INE1013630,NSN
3TD00123AA,NSN
IPUCA242TA,NSN
IPUCA272AA,NSN
IPUCA6M2TA,NSN
IPUCBB12TA,NSN
ISAMNVLT-R/S72P,NSN
ITG00701,NSN
ITG00710,NSN
ITN00701,NSN
ITN01700,NSN
ITN02700,NSN
ITQ00303,NSN
ITQ00304,NSN
KITIDUAL1+1,NSN
KRY112144,NSN
KRY121108/1,NSN
L98B-240-100000,NSN
L98B-240-25000,NSN
L98B-240-30000,NSN
L98B-240-35000,NSN
L98B-240-40000,NSN
L98B-240-50000,NSN
L98B-240-60000,NSN
L98B-240-80000,NSN
LB16BC,NSN
LDXX-6515DS-VTM,NSN
LGP21511,NSN
LRACK-F-31921,NSN
M03105,NSN
MHA900_MDGB_473058A,NSN
MI1D0UPBA203,NSN
MICROCAB1200,NSN
MICROCAB1500,NSN
1AB371250009,NSN
1AB371250003,NSN
1AB371250010,NSN
3KC50248AB,NSN
MK340C8,NSN
MP5232-45V252V252V202TP18TB01A92,NSN
MP9132-45V252P20G35A92,NSN
MPF346,NSN
MPF399,NSN
MPF598,NSN
MSH41-C,NSN
MSH80ER,NSN
MSH80MR,NSN
R4850S,NSN
MX960-PREMIUM3-AC,NSN
NCS-5501-SYS,NSN
NDCHW0315,NSN
NDCHW1035,NSN
NDCHW1173,NSN
NDCHW1196,NSN
NDCHW1441,NSN
NS24N71,NSN
NTU871MA,NSN
NTUM32CM,NSN
NTUM86AF,NSN
ODI-065R12M15JJJ02-GQV1,NSN
ODTI-024R21J02-Q,NSN
OM-02 V2,NSN
OP0001,NSN
P01043,NSN
P01087,NSN
P01091,NSN
P01096,NSN
P01098,NSN
P01112,NSN
P01113,NSN
P01119,NSN
P02032,NSN
P02033,NSN
P02035,NSN
P02037,NSN
P02045,NSN
P02047,NSN
P02053,NSN
SPRG_Pack 1ABIA+1HWA_FY19,NSN
SPRG_Pack 1ABIA+1HWA_GSM modernization,NSN
SPRG_Pack 1ABIA+1HWA_Modern_FY19,NSN
PATCHPANEL1U-19,NSN
PF-734-1-0110,NSN
PF-735-1-0110,NSN
PH-150,NSN
PPINV649,NSN
PR/RIP1800SE,NSN
PROTPLEX,NSN
PS402838117539A,NSN
PS402838117546,NSN
PS402838117550A,NSN
PSS12X Bundle #1,NSN
PSS8_16_8P20,NSN
PSS8_INSTET,NSN
PSS8_INSTET_19,NSN
PSS8_SHK_AC,NSN
PSS8X_800GKT,NSN
PSS8XKIT,NSN
PWR-2KW-DC-V2,NSN
740-027760,NSN
467866A,NSN
QBO3,NSN
QEnonstandar,NSN
QPM1GE,NSN
QPM1-GE-T15-NPE,NSN
QPM1-GE-T15-NPE-SSI,NSN
QPM1KIT,NSN
QPM3-50,NSN
QSFP-100G-CWDM4-S=,NSN
QSFP-100G-LR4-S=,NSN
R2HH-6533A-R5,NSN
R2V4PX306R,NSN
R3V6-65B-R9,NSN
R78210620,NSN
RAN905LK,NSN
RAV-GP1101AT-E1,NSN
RAV-GP561ATP-E,NSN
RAV-GP801ATP-E,NSN
RAV-RM1101CTP-E,NSN
RAV-RM561CTP-E,NSN
RAV-SM1108CTP-E/RAV-SP1104AT-E1,NSN
RAV-SM562CT-E,NSN
RAV-SM566KRT-E,NSN
RAV-SM566KRT-E/RAV-SP564ATP-E,NSN
RAV-SM567CTP-E,NSN
RAV-SM568CTP-E/RAV-SP564ATP-E,NSN
RAV-SM806KRT-E,NSN
RAV-SM807CTP-E,NSN
RAV-SP1104AT-E,NSN
RAV-SP804ATP-E,NSN
RBC-AMT32E,NSN
RDC10601-1,NSN
RDH901008/1,NSN
RDH90157/1,NSN
RNC3225,NSN
ROA1284190/1,NSN
ROA1284190/2,NSN
ROA1284192/1,NSN
ROA1284573/2,NSN
ROJ 208 840/3,NSN
ROJ208392/1,NSN
ROJ208482/4,NSN
ROJ208820/5,NSN
ROJ208821/3,NSN
ROJ208842/3,NSN
RP-02,NSN
RR2VV-6533B-R6,NSN
RRVV2VV-6533D-R8,NSN
RRZZ2VV-6533B-R8,NSN
RRZZ-65B-R4,NSN
RRZZHHTT-65A-R6H4,NSN
RRZZHHTT-65A-R7N43,NSN
RRZZHHTT-65B-R7N43,NSN
RRZZV4-65B-R8H4,NSN
RRZZV4-65D-R8H4,BEAM
RRZZV6-65B-R10H4,COMMSCOPE
RRZZVV-65B-R6,COMMSCOPE
RRZZVV-65B-R6H4,COMMSCOPE
RRZZVV-65B-R6N43,HUAWEI
RV3-65D-R4-V3,COMMSCOPE
RVV-33B-R3,COMMSCOPE
RVV-65A-R3,COMMSCOPE
RVVPX308.11R-V2,COMMSCOPE
RZVV-65A-R4,COMMSCOPE
S-2-CPUSE-L-N,COMMSCOPE
S-2-UW-L-NI53,DELTA
S-3-CPUSE-H-43-I6,COMMSCOPE
S4015755,COMMSCOPE
S4015772,COMMSCOPE
S4015776,COMMSCOPE
S4015794,COMMSCOPE
S4015819,COMMSCOPE
S4016067,COMMSCOPE
S4016954,COMMSCOPE
S4017483,COMMSCOPE
S4017484,COMMSCOPE
SE91SPUB,COMMSCOPE
SEI-CS,COMMSCOPE
SEI-IRVM1860SP,COMMSCOPE
SEI-IRVM2160SP,COMMSCOPE
SEI-IRVS1860,COMMSCOPE
SEI-IRVS2147,CISCO
SEI-IS,CISCO
SEI-ISS1900-100,CISCO
SEI-IU-16K-MCE,CISCO
SEI-IU-16K-MCI,CISCO
SEO-IG-16K,CISCO
SF5307A-1,CISCO
SFP-10G-LR,CISCO
SFP-GE-T,SIAE
SHTH.8828,HUAWEI
SK25FB,SIAE
SMALLNODAL,SIAE
SOL-SH-ASNK-18-42,NSN
SP_COV,SIAE
SPLITMOUNT_2+0_STEP,SIAE
8DG59242ABAA02,STULZ
SRX5800-HPWR-DC-R,COMMSCOPE
SRX5800-PWR-4100-DC-S,ETHRA TECH
SRX5800-PWR-AC,ETHRA TECH
SRX5800-PWR-DC,ETHRA TECH
SRX5K-MPC,ETHRA TECH
SRX5K-MPC3-100G10G,SIAE
SRX5K-MPC3-40G10G,SIAE
SRX5K-MPC-BLANK,SIAE
SRX5K-SCB3,SIAE
SRX5K-SCB3-BB,DELTA
SRX5K-SPC3,DELTA
SRX-MIC-10XG-SFPP,HUAWEI
SRX-SFP-10GE-LR,SIAE
SRX-SFPP-10G-LR,SIAE
SRX-S-SPC-4-15-320,SIAE
SUB-RPSU-MU/48,ALLGON
SUB-TRX-PSU-D,SIAE
SUPAS111+1ASEP,SIAE
T55507B0.02,SIAE
T55507B0.51,SIAE
T55507B2.51,ALLGON
T55507B3.01,ALLGON
T55507B3.51,DELTA
T55513B0.01,DELTA
T55513B0.02,DELTA
T55513B0.04,DELTA
T55513B0.51,DELTA
T55513B0.52,ERICSSON
T55513B0.53,ERICSSON
T55513B0.54,ERICSSON
T55518B1.01,HUAWEI
T55518B1.51,SIAE
T55523B0.01,SIAE
T55523B0.51,SIAE
T55538B0.01,SIAE
T55538B0.51,HUAWEI
T555800.00,CISCO
T555800.01,CISCO
T5558000MB.00,KORENIX
T555800E1.16,NSN
T555800E1P.16,NSN
T555800E1P.18,NSN
T555800FAN.00--A1A,NSN
T555800GBE.00,COMMSCOPE
T555800GBO.00,COMMSCOPE
T555800MB.00,COMMSCOPE
T555800PWK.00,COMMSCOPE
T555A07.06,COMMSCOPE
T555A13.06,HUAWEI
T555A13.08,COMMSCOPE
T555A13.10--A0,CRIOTHERM
T555A13.12,CRIOTHERM
T555A18.03,CRIOTHERM
T555A18.10,TYCO
T555A18.12,HUAWEI
T555A23.02,SIAE
T555A23.02--A0,SIAE
T555A23.03,SIAE
T555A23.06,SIAE
T555A38.02,ERICSSON
T555A38.03,ERICSSON
T555A38.06,EMERSON
T555A42.03,EMERSON
T555A42.06,EMERSON
T555BAL16.01,EMERSON
T555BALFR.00,NSN
T555BALRJ.01,NSN
T555BU11.23,REDBACK
T555DA07.06,HUAWEI
T555DA07.10,NSN
T555DA07.12,NSN
T555DA07.18,NSN
T555DA11.10,NSN
T555DA11.12,NSN
T555DA13.03,NSN
T555DA13.06,NSN
T555DA13.18,NSN
T555DA18.03,NSN
T555DA18.06,NSN
T555DA18.10,NSN
T555DA18.12,NSN
T555DA23.03,NSN
T555DA23.06,NSN
T555DA23.10,NSN
T555DA38.03,NSN
T555DA38.06,NSN
T555ETAM.08,NSN
T555ETLE.08,NSN
T555IH8MK.00,NSN
T555IU11.07,NSN
T555IU11.13,NSN
T555IU11.18,NSN
T555IU11.26,NSN
T555IU11.38,NSN
T555MDR75.05,NSN
T555PIDI.04,NSN
T555RB11.13,NSN
T555RB11.18,NSN
T555RB11.23,NSN
T555RB11.38,NSN
T555REPO.01,NSN
T555RS10.11,NSN
T555RS10.13,NSN
T555RU11.07,NSN
T555RU11.13,NSN
T555RU11.18,NSN
T555RU11.23,NSN
T555RU11.38,NSN
T555SFSM0.10,NSN
T55707B0.01,NSN
T55707B2.01,NSN
T55707B2.02,NSN
T55707B2.51,NSN
T55707B2.52,NSN
T55707B3.01,NSN
T55707B3.02,NSN
T55707B3.51,NSN
T55707B3.52,NSN
T55713B0.01,NSN
T55713B0.03,NSN
T55713B0.04,NSN
T55713B0.51,NSN
T55713B0.52,NSN
T55713B0.53,NSN
T55713B0.54,NSN
T55718B1.01,NSN
T55718B1.51,NSN
T55723B0.01,NSN
T55723B0.51,NSN
T55738B0.01,NSN
T55738B0.51,NSN
T55738B0.52,NSN
T55742B0.02,NSN
T55742B0.52,NSN
T557IB11.07,NSN
T557IB11.13,NSN
T557IB11.18,NSN
T557IB11.23,NSN
